business_id,business_name,star,state,categories,review_count
j4g6-TM7yRgjFofdB61xYw,Boi Brazil Churrascaria of Winter Park,3.5,FL,"Brazilian, Restaurants, Steakhouses",28
r8vra7upmKCMXx2AQA99hA,Spoleto Italian Kitchen,3.5,FL,"Italian, Restaurants, Salad, Sandwiches",110
xFaMidwhUwrpDv7pX1YkMQ,Taco Bell,2.5,FL,"Restaurants, Tacos, Tex-Mex, Breakfast & Brunch, Fast Food, Mexican",31
Hi_9v98o2c4o87E1pKZNaQ,Bem Bom on Corrine,4.5,FL,"Wine Bars, Bars, Restaurants, Nightlife, Portuguese",173
8j_6VrkyQdk_KxHn6sS7vQ,Red Lobster,3.0,FL,"Seafood, Restaurants, American (Traditional)",62
R5p2iFSrj2JlZ2H_xNg6tg,Yae Sushi,3.0,FL,"Japanese, Sushi Bars, Restaurants",22
VscZbF-RnfOIqJkzePj6rA,Due Amici College Park,4.0,FL,"Wine Bars, Pizza, Nightlife, Bars, Restaurants, Italian",23
07tGFuMAqEjUOHKhIamCHA,Order Up Cafe,4.0,FL,"Restaurants, American (New), Breakfast & Brunch, Diners",15
hH8ULhWWmRMOLNmSsEneLw,Popeyes Louisiana Kitchen,2.5,FL,"Restaurants, American (Traditional), Fast Food, Chicken Wings",22
NgMRleQFNxBdBjdM69jFZQ,Zoes Kitchen,3.0,FL,"Greek, Restaurants, Mediterranean, Steakhouses, Sandwiches, Kebab",59
SklNmNVPpRghbYVyLI71Ug,Lucky's Market,4.0,FL,"Food, Health Markets, Restaurants, Delis, Grocery, Cafes, Specialty Food",143
tztT9W4q2wZYNydOh626lg,Butter Chicken Indian Cuisine,4.0,FL,"Halal, Food, Restaurants, Buffets, Indian",120
HttYZzs8sLQTU9Tuk8-0Lg,China Wok,3.5,FL,"Restaurants, Chinese",27
gUt5-SiCtTAvI0H0kVSmPA,Coco Thai Cuisine,4.5,FL,"Thai, Nightlife, Vegetarian, Bars, Restaurants, Cocktail Bars, Salad, Asian Fusion",354
za_V4N0u7YHGCpv4n9bgSQ,China Star of Clermont,3.0,FL,"Chinese, Restaurants",20
CfkfUDB07i8WsYr0O9rhkw,Pho & Grill,3.0,FL,"Restaurants, Vietnamese, Noodles",35
ryQ-AGiTdVViqozT7J2EAw,Wendy's,2.5,FL,"Restaurants, Fast Food, Burgers",18
DysZ_L3EjNVRfBDQiHZKRQ,Agave Azul Cocina Mexicana,4.0,FL,"Mexican, Restaurants",122
haA7ZRrVQg-IU5TE3xcVFA,New Buffet Village,3.0,FL,"Sushi Bars, Buffets, Chinese, Restaurants, American (New)",63
IkVzBNUxSooLuxoWx307ng,Wendy's,1.5,FL,"Burgers, Restaurants, Fast Food",14
jDmLcoWv47nrk8FJYaeNng,Erin McKenna's Bakery NYC,4.0,FL,"Restaurants, Vegan, Gluten-Free, Bakeries, Food, Cupcakes, Donuts",236
aa0ZUefRYHj5uand6jA5nQ,Five Guys,4.0,FL,"Fast Food, Burgers, Restaurants, American (New)",63
lKMLroSGbsDHrAtGagtShw,Taco Bell,3.0,FL,"Mexican, Breakfast & Brunch, Restaurants, Tacos, Fast Food, Tex-Mex",21
lo6wPMbs9mBocA4onrKo7g,BAD AS'S SANDWICH,4.0,FL,"Soup, Salad, Sandwiches, Restaurants",23
wwNtfT27tWLQp4rIA8xhNg,Le Grand Comptoir,2.0,FL,"Restaurants, Modern European",20
SFdtFooToGpzO3wv21BZgg,Brooklyn Pizza,3.0,FL,"Restaurants, Pizza",58
mW5ZlXUNMrOKvxJf1uIP2Q,King Cajun Crawfish | Colonial,3.5,FL,"Cajun/Creole, Seafood, Restaurants",62
Jr44kGRaeifFSrdHEuBjAw,Pizza 1905,4.0,FL,"Chicken Wings, Restaurants, Sandwiches, Pizza",44
5I0ecIRhDKYtWLh2VVNTng,Bleu 42,3.5,FL,"Restaurants, American (New), Bars, Food, Breakfast & Brunch, Sports Bars, Nightlife",45
OM4nWhohSwldjNSN2KedOA,Tap Room Grille,3.5,FL,"Restaurants, Sports Bars, Bars, Pubs, Nightlife, American (New), Burgers, Salad",50
zPmtuDMoqEIpjn6i734hIg,Bar-BQ-Bar,4.0,FL,"American (Traditional), Restaurants, Nightlife, Bars, Dive Bars",56
lAyctacGwCsrzgPbNKYdVw,Pizzeria Valdiano,4.0,FL,"Italian, Restaurants, Pizza",82
AlfNVAXo_Cl9OojHUS32xw,Captain D's,4.0,FL,"Restaurants, American (Traditional), Seafood, Fish & Chips, Fast Food",16
TYRJYcTTE3afJcg9iwjuDg,Chi Phi - A Taste of Two Cities,3.5,FL,"Restaurants, Sandwiches, Hot Dogs, Cheesesteaks",24
ViX1t7Kkr_-ABsvV84cvUw,Carmela's,3.5,FL,"Italian, Pizza, Restaurants",82
RUTePfY4S0YZX4ZBsfJb8w,T.G.I. Friday's,2.5,FL,"Restaurants, Nightlife, American (Traditional), Bars",31
bwZZdjZ81y1R4-eN0DsaWA,IHOP,3.0,FL,"Burgers, Breakfast & Brunch, Restaurants, American (Traditional), American (New)",56
8GOQCy-hGsI5WLeoi7qrCA,Wawa,4.0,FL,"Sandwiches, Gas Stations, Food, Convenience Stores, Coffee & Tea, Restaurants, Automotive",56
gqNz8kHa4q1mba9-eUHdmQ,Bagel World Cafe,4.5,FL,"Sandwiches, Restaurants, Food, Breakfast & Brunch, Bagels, Juice Bars & Smoothies",11
kxNwrlr6dqfj2ic6OAwD4A,Steak ân Shake,3.0,FL,"Restaurants, Steakhouses, Burgers, Fast Food, Diners, American (New), Breakfast & Brunch, American (Traditional)",45
B2F2hFXUSbcr8dG69w6iVQ,Cici's Pizza,2.5,FL,"American (Traditional), Restaurants, Pizza, Buffets",102
ckeIJBnV5PquItof0fcMFQ,Pizzeria Italia,2.5,FL,"Pizza, Restaurants",81
ZNm6brYCPEaYK6QOsDzfXg,Taste,3.0,FL,"Tapas Bars, Restaurants, Caribbean, Nightlife, Arts & Entertainment, Music Venues",42
oyVY-5u3vEFVPyF2g2Gbcw,Dunkin',2.0,FL,"Coffee & Tea, Donuts, Food, Restaurants",54
XYHs0GaZfRBLfG3O-vw2xA,Le Ky Patisserie,4.5,FL,"Patisserie/Cake Shop, Vietnamese, Food, Restaurants",64
U-no5X_pS7LVFE_xvtAO0w,Bamboo Noodle,4.0,FL,"Chinese, Restaurants, Japanese",61
9SksCBH7lADSg7AmBMDikg,Via Napoli,4.0,FL,"Italian, Restaurants",835
ZGpW60yM-r2S4sa6_NDUGw,NY Chinese Restaurant,3.5,FL,"Restaurants, Chinese",18
C_KrTR_YCKrF_zT88DwJAg,Orlando International Premium Outlets,3.5,FL,"Men's Clothing, Outlet Stores, Restaurants, Nightlife, Fashion, Shopping Centers, Shopping",434
4MQqc1gNxosHKaT3XxuhhQ,Paul's Smokehouse,2.5,FL,"Barbeque, Restaurants",17
PUJSI5b5AO8DZq5fS0fFjQ,Nino's Pizza & Restaurant,4.5,FL,"Italian, Restaurants, Pizza",76
STAlOvD1RINTzpFXdRvWsQ,Stefano's Grill,4.0,FL,"American (New), Italian, Seafood, Steakhouses, Restaurants",154
Wm7amWNzzz5BXIfiYLsOkw,Habaneros Mexican Grill,3.5,FL,"Restaurants, Food, Salad, Desserts, Mexican",59
2p5LyQGxf08EpbrFc3gNLA,Benihana,3.0,FL,"Restaurants, Japanese, Sushi Bars",478
iuvGguPTSW2p42f1TowNwg,California Pizza Kitchen at Waterford Lakes,4.0,FL,"Pizza, Salad, American (New), American (Traditional), Desserts, Soup, Food, Restaurants",150
1pxQnTD8nx5RK5lHlrfFHw,The Pie College Park,4.5,FL,"Salad, Tapas/Small Plates, Sandwiches, Pasta Shops, Desserts, Bars, Food, Restaurants, Wine Bars, Pizza, Nightlife, Specialty Food",85
dXcNlrQTKVQ-t0MA_f4kaA,MidiCi The Neapolitan Pizza Company - Kissimmee,4.5,FL,"Pizza, Restaurants, Bars, Wine Bars, Nightlife, Italian",346
INOKQwbFksbbexJsvL2Jow,Cafe Bodega,4.5,FL,"Cafes, Sandwiches, Restaurants",15
g5LL5lHuKoFvzpeJ6ZXHQA,Sonny's BBQ,3.0,FL,"American (New), Restaurants, Caterers, Barbeque, Event Planning & Services",62
HoQB2Oz2eR9-Zs-pNFuBjw,Applebee's Grill + Bar,2.5,FL,"Bars, Nightlife, Burgers, Sports Bars, American (Traditional), Chicken Wings, Restaurants, Steakhouses",57
Gc63k8KtNrHbr7aB-_phCw,KFC,2.0,FL,"Chicken Wings, Chicken Shop, Fast Food, Restaurants",30
fF0zFSgxfm4VcCB2Gve0MQ,Carrabba's Italian Grill,3.5,FL,"Seafood, Restaurants, Italian",147
NN9EZj7stcqxnNs0GlLeGg,Woody's Bar-B-Q Express,2.0,FL,"Restaurants, Barbeque",11
RSmVKQhn-sc2dXb6jiIJ-g,Firehouse Subs,4.0,FL,"Restaurants, Delis, Sandwiches, Fast Food",32
XH2ksQA917N382yGU2oWHg,Tahini Mediterranean Grill CafÃ©,4.5,FL,"Halal, Restaurants, Cafes, Mediterranean",14
_CACwX6d9fI0svJdP0JVOw,Quickly Bistro & Boba,4.0,FL,"Cafes, Sandwiches, Vietnamese, Sushi Bars, Salad, Restaurants, Poke, Bubble Tea, Asian Fusion, Food, Desserts, Fast Food",167
9epLLntZ8MZvBR_E_GifhA,HUE,4.0,FL,"Restaurants, Lounges, Bars, American (New), Nightlife, Cocktail Bars",93
E0AiUBBS8AyctOyw3e3RiQ,Outback Steakhouse,3.0,FL,"Restaurants, Steakhouses",107
qVfU-S414IVc7-tvmmdBEQ,Zazaâs Coffee And Cuban Cafe,3.5,FL,"Coffee & Tea, Cafes, Restaurants, Food",21
jv213w1D2prNcltjfboD9w,Clarkie's,3.5,FL,"Chicken Wings, Restaurants, Breakfast & Brunch",12
spqL3a5sVsDKLosHyqYAgA,Bosphorous Turkish Cuisine - Lake Nona,4.5,FL,"Restaurants, Halal, Mediterranean, Turkish",340
ZAyZ40h5f1BfhFhKXt0Qzw,Wendy's,2.0,FL,"Restaurants, Burgers, Fast Food, American (New)",14
tJ96G0CR-oJ1EZBdNMf62w,Cake In The City,4.5,FL,"Restaurants, Soul Food, Food, Bakeries, Party & Event Planning, Desserts, Event Planning & Services",16
7kFa814Wr90uDsbbvQ_VIg,The Seafood Station,4.0,FL,"Seafood, Restaurants",47
-oeQn7eqQNiyQPHJNQe7CA,Zaxby's Chicken Fingers & Buffalo Wings,3.5,FL,"Restaurants, Chicken Wings, Fast Food, Salad",27
t25YCoEEDXae5MneznLInw,3 in 1 Cafe,4.0,FL,"Nightlife, Music Venues, Soul Food, Churches, Themed Cafes, American (Traditional), Cafes, Restaurants, Religious Organizations, Arts & Entertainment",22
ybZgRIChXgjCSBZhS8KSyQ,Zaxby's Chicken Fingers & Buffalo Wings,3.0,FL,"American (New), Restaurants, Chicken Wings, Fast Food, Salad",34
OpP3zIiTGof3NH4h7cj5fw,LongHorn Steakhouse,3.5,FL,"Restaurants, Barbeque, Steakhouses, American (Traditional)",175
GRlVWVAGqQp7lS8ZmS6ijg,Arepera La Nueva,4.0,FL,"Latin American, Venezuelan, Gluten-Free, Restaurants",11
YS83afSo2hreI2LYARSUIg,Avalon Diner,4.0,FL,"Breakfast & Brunch, Diners, American (Traditional), Restaurants",129
hCnNq3HSYd0bSXfeE9rhdQ,Jimmy John's,2.0,FL,"Delis, Restaurants, Fast Food, Sandwiches",11
RaFKpNKPjJt2FQxPSsTa_A,Da Kine Poke,4.5,FL,"Poke, Seafood Markets, Hawaiian, Live/Raw Food, Seafood, Shaved Ice, Specialty Food, Restaurants, Food, Food Trucks",81
AJVUTa5GkoDFulhmyvhoZQ,Se7en Bites,4.5,FL,"Food, Desserts, Breakfast & Brunch, Coffee & Tea, Restaurants, American (New), Bakeries",1919
GiPgzocC1u2x-dvBJj7A6Q,The Downtown Market & CafÃ©,4.5,FL,"Cafes, Sandwiches, Restaurants",11
7E8L_AdtdQeH9xN3OBIzbA,Castello's Gourmet Kitchen,4.0,FL,"Italian, Pizza, Restaurants, Food Delivery Services, Food",26
ARFhzgmVAXEwlfB0fL4SFw,Luma on Park,4.0,FL,"Bars, Restaurants, American (New), Event Planning & Services, Lounges, Venues & Event Spaces, Nightlife",502
xtPa5V8zbRnZ6k7vS8mIgw,Memories of India,4.0,FL,"Restaurants, Indian",28
fuqYuDpCySjMCsMf2xxiaA,Funky Monkey Wine Company,2.5,FL,"American (New), Wine Bars, Restaurants, Sushi Bars, African, Bars, Nightlife",280
J4UHFCIPDM__AkyVn78XeA,McDonald's,1.5,FL,"Restaurants, Fast Food, Burgers, Coffee & Tea, Food",14
Wg_ENeObtcNslwjEaD4hzQ,Holly & Dolly's,3.0,FL,"American (New), Music Venues, Nightlife, Bars, Arts & Entertainment, Sports Bars, Restaurants",13
oq4JB7aUbhM2ynUZrwH8ag,Leaning Palms - Temporarily Unavailable,4.0,FL,"American (New), Restaurants, Food",11
UdMkOuH04bKzYmsVHUJBpg,Mimi's Cafe,3.0,FL,"Restaurants, Breakfast & Brunch, American (New), American (Traditional)",82
nYzG0O0D7zC63nNaYVj55w,Karen's Tasty Crabs,4.0,FL,"Restaurants, Cajun/Creole, Seafood",263
7GYVDZuuhJ2iCyxKa1zncQ,Urban Crave,3.0,FL,"Restaurants, American (New)",38
EOY1UjZ-zBsS1_8iFBT6bw,Buffalo Wings And Sub,3.5,FL,"Restaurants, Chicken Wings",14
yQ-Nk0XcvvVZJ8PPWXxuVA,The Sandwich Company,4.5,FL,"Sandwiches, Delis, American (New), Restaurants",18
A7NraWZtxvxXWKIi4vX2mw,Caprino's Italian,3.5,FL,"Italian, Gluten-Free, Pizza, Restaurants",112
MtEftJ6rcQUUU6-1PurJ-Q,LongHorn Steakhouse,3.5,FL,"Steakhouses, Restaurants, American (Traditional), Barbeque",100
GMNkVgTizgu5u1-JG8qllw,CinÃ©polis Luxury Cinemas Hamlin,3.5,FL,"Venues & Event Spaces, Cinema, Event Planning & Services, Arts & Entertainment, Restaurants, American (New)",98
C2B-01mzdA2c_4vgnSx1BQ,Popeyes Louisiana Kitchen,2.0,FL,"Chicken Wings, Restaurants, American (Traditional), Fast Food, Seafood",22
1LyfewX-WXqtNFtRZICXYg,Wendy's,3.0,FL,"Burgers, Fast Food, Restaurants",17
1TwnyPZeTBZZ_7kfw4djKQ,McKnight's Soul Food at its best,3.5,FL,"Restaurants, Food, Bakeries, Soul Food, Italian, Burgers",16
06Py1pH7IqL--eQL5ddocg,Drunken Monkey Coffee Bar,4.0,FL,"Gluten-Free, Coffee & Tea, Vegan, Food, Restaurants, Vegetarian, Sandwiches",519
PtLg_H4aBa7pethTAF89HA,Taco Twist,4.0,FL,"Restaurants, Korean, Mexican, Tex-Mex",25
vSvW2nZrgolCsji4BvPwyg,Specialty Pizza,4.0,FL,"Pizza, Restaurants, Gluten-Free",84
_Y1t-l6TtCTbbox86k-Fng,Tradewinds Restaurant and Bar,3.0,FL,"Cocktail Bars, American (Traditional), Nightlife, Pizza, Bars, Karaoke, Restaurants",15
uF0hVdWaqzG2_H8YLdSebQ,Zoes Kitchen,3.5,FL,"Southern, Mediterranean, Greek, Restaurants, Steakhouses, Sandwiches, Middle Eastern, Kebab",82
2qFXJa8lZJFDGoxks2F0Cg,Pita Pit,3.0,FL,"Sandwiches, Restaurants, Nightlife, Mediterranean, Fast Food",77
C5AEjKwGQAEqgqC7k8v8cA,Cocolando Creamery & Cafe,4.0,FL,"Restaurants, Cafes",12
YDC_GyJKTXFRH8WXwpJ2VQ,Kissimmee Lakefront Park,4.5,FL,"Antiques, Cafes, Restaurants, Shopping, Parks, Boating, Active Life",72
qVvxIbFwbiO55PP_z7VxeA,Tony's Deli,4.0,FL,"Middle Eastern, Do-It-Yourself Food, Food, Ethnic Food, Restaurants, Bakeries, Salad, Sandwiches, Specialty Food",47
MUSOke9EQGxT7h-yvZzQRA,Press 101,4.0,FL,"Sandwiches, Nightlife, Restaurants, Wine Bars, Tapas/Small Plates, Bars",63
hnROQtNv8PmnepNmSe7Uag,Smoke & Donuts,5.0,FL,"Barbeque, Restaurants, Food, Donuts, Food Trucks",16
Bz7N0Mql69-XgmMPNsgaiw,Chick-fil-A,3.5,FL,"Fast Food, Event Planning & Services, Caterers, Restaurants",43
HuUReHRaMT1lDHin0PUqkA,Burger & Beer Joint,3.5,FL,"Bars, Burgers, Nightlife, Restaurants",70
RuStLW9FPY4JVkSNdHyHBA,Culver's,4.0,FL,"Restaurants, Burgers, Food, Ice Cream & Frozen Yogurt, Fast Food",53
5MRfLumNjJ2bqjP7bm5SCQ,Cheshire CafÃ© - Temporarily Unavailable,4.0,FL,"Restaurants, Cafes",25
7z_45q2PiNnCOdiMWq_w2A,TooJay's,4.0,FL,"Food, Salad, Restaurants, Bakeries, American (Traditional), Sandwiches, Delis, Caterers, Breakfast & Brunch, Event Planning & Services",117
j7r91VxoAoLT-goJBX6a7A,Union Burger,2.0,FL,"Restaurants, Burgers",64
0LFG062KRnt95pSsgOCXQA,My Family's Chicken,4.0,FL,"Latin American, Restaurants, Peruvian",40
liWXhU-xHz7Dm0JtDxaNwg,Kellers Real Smoke BBQ,4.0,FL,"Restaurants, Sandwiches, Wraps, Barbeque",120
8Z_wslaLrEKBH_apqt-UKA,Riverside Chinese Cafe,3.5,FL,"Restaurants, Chinese",19
jQ5ReOV7e8XQZF2tS6GKYw,Pioneers Western Kitchen,4.0,FL,"Burgers, Vegetarian, Sandwiches, Restaurants",41
PNvSHHUbatr_KvgNpERCDg,Fuddruckers,4.0,FL,"Burgers, American (Traditional), Restaurants",56
w7MQGUwwlTk5MzkTmK8jrQ,Kyoto Sushi and Grill,4.0,FL,"Restaurants, Sushi Bars, Japanese, Asian Fusion",83
2gbr4pZVc0EM8kgrGOx15w,Lazy Moon Pizza,4.0,FL,"Pizza, Restaurants, Food, Beer, Wine & Spirits",65
ZrQ1UB8GEQde1eHJJuz8Ug,China Tea,4.5,FL,"Restaurants, Chinese, Vietnamese, Thai, Soup, Bubble Tea, Food",351
keaIzYawFnMLIO9bcEAj0w,Royal Thai Restaurant,4.0,FL,"Asian Fusion, Thai, Restaurants",208
L2x7cvkv5QsmncEpPbMBmA,Tartini Express,4.0,FL,"Pizza, Beer Bar, Italian, Nightlife, Bars, Restaurants",16
0WrgUbLiPhADK1fUKpV18Q,Meiâs Kitchen,4.5,FL,"Taiwanese, Restaurants, Chinese, Noodles",28
SrsebLQ5lVehQXJp8OcBUg,The Cowfish Sushi Burger Bar,4.0,FL,"Asian Fusion, American (New), Restaurants, Sushi Bars, Burgers",2407
E5sRjxkFKsSIr6w6G-CfMg,Paul's Italian Deli and Restaurant,5.0,FL,"Delis, Restaurants",109
A9J5CNhXvN9XPSuJE_TJpg,Lime Fresh Mexican Grill,3.5,FL,"Mexican, Restaurants",91
XtWmfdttwVYtgSGHxJ5a7A,Applebee's Grill + Bar,2.0,FL,"American (Traditional), Steakhouses, Bars, American (New), Sandwiches, Restaurants, Sports Bars, Burgers, Nightlife",37
j44Q_sE17dzbH_KBoC5C5w,Nathan's Famous,2.5,FL,"Fast Food, Hot Dogs, Restaurants",53
T3Mi09z6NVPTpKLPLjaPVg,Avocado Mexican Grill,3.0,FL,"Restaurants, Food, Beer, Wine & Spirits, Mexican",177
20jELRxjqvM6mcRprG-FKA,Orange County Brewers,4.0,FL,"Breweries, Pizza, Chicken Wings, Nightlife, Food, Brewpubs, Restaurants, Seafood, Bars",90
Y-GtSkftlK29BLkLf3HLOw,Thai Thai Sushi Bar,3.0,FL,"Restaurants, Sushi Bars, Thai, Japanese",17
YtC_-J_hKa4ndph5BVQAtA,Caribbean Sunshine Bakery,4.5,FL,"Bakeries, Specialty Food, Restaurants, Food, Ethnic Food, Caribbean",29
Xgamp5cJCGe-nIbgsZtp7g,Bonefish Grill,4.0,FL,"American (Traditional), Seafood, Restaurants, Bars, Nightlife, Cocktail Bars, American (New)",227
Y3HEuElHRcFrOCcp6-pZbg,Troy's Cuban Deli,4.0,FL,"Sandwiches, Delis, Cuban, Restaurants",185
DqgSPxvpONNvvtj6CHTQiQ,Chick-fil-A,2.5,FL,"Caterers, Fast Food, Event Planning & Services, Restaurants, Chicken Wings",84
1V_uNZ5SKtZScSGoWADX4Q,Ramos Trattoria,3.0,FL,"Pizza, Italian, Restaurants, Brazilian",16
iCNgAHutA_Dcd7Cf8EtstQ,BurgerFi,4.0,FL,"Hot Dogs, Burgers, Restaurants, American (Traditional), American (New)",174
E-In3GkNpToXr9ISVmUswQ,Mr and Mrs Crab,4.0,FL,"Cocktail Bars, Bars, Nightlife, Soup, Restaurants, Seafood",116
vbL6XVvr-ZqqUuR-PjmiIA,The Aardvark,4.5,FL,"Home & Garden, Hardware Stores, Beer Bar, Shopping, Party & Event Planning, Bars, Nightlife, American (New), Food, Beverage Store, Grocery, Beer, Wine & Spirits, Event Planning & Services, Wine Bars, Restaurants",78
EDVVshZL2cUvLSBaLC8Bww,Charley's Steak House,4.0,FL,"Seafood, Steakhouses, Restaurants",496
JVnZRfkUDtyrnRt-LgDQtA,Starbucks,3.5,FL,"Restaurants, Coffee & Tea, Food",58
2ItBH-iFUC9ODGFjhBVF1w,Indigos Fruit Smoothies,4.5,FL,"Food, Juice Bars & Smoothies, Salad, Mediterranean, American (New), Restaurants",12
5xCfAa3mPxWQQurvAURKJA,Bolay,4.5,FL,"Gluten-Free, Juice Bars & Smoothies, Restaurants, American (New), Food, Do-It-Yourself Food",58
MQwdNMAuqyvM4V4sfTsJiA,China One,2.5,FL,"Restaurants, Chinese",71
880JPR7jgyF2M9_RoHiiYA,Good Home Chinese Restaurant,3.5,FL,"Restaurants, Chinese",36
SH4GYKjYSPcpPcwpg55-KA,Spice Modern Steakhouse,3.0,FL,"Restaurants, Steakhouses",248
_3cMKKagbQudjsC3b6hm1g,El Tenampa,4.5,FL,"Mexican, Restaurants",275
BsMr7-WgW7gXGotFErG_Xw,Mikki V's,3.0,FL,"Restaurants, Barbeque, Burgers, American (New)",50
nU-l_1D5EtkZHG8fSdlMtw,Carrabba's Italian Grill,3.5,FL,"Restaurants, Italian, Seafood",45
AyB2k-8fCjhG9Hd0NWks9w,Wall St Plaza,3.5,FL,"Restaurants, Food, Dance Clubs, Nightlife, Bars, Beer, Wine & Spirits",51
-Iv0DEJDr_F6urwThI2Sew,McDonald's,2.5,FL,"Restaurants, Burgers, Coffee & Tea, Food, Fast Food",23
WgKLRmqmACz0fTeR1INPIw,Outback Steakhouse,3.0,FL,"Steakhouses, Restaurants",130
hk4qBxGIckyBegXaMBeHUA,Chicken Salad Chick,4.5,FL,"Restaurants, Sandwiches, Southern, Chicken Shop, Salad",61
macsA1z1GoyMw7Y4NJCUrw,The Great Greek Mediterranean Grill - Winter Garden,4.0,FL,"Mediterranean, Greek, Middle Eastern, Restaurants",127
yLq5VJtR3uNVoOyIRTl8JA,Boba Queen,4.5,FL,"Japanese Curry, Cafes, Japanese, Food, Bubble Tea, Restaurants",46
9qJGZ35eNQWTMzTyEFSWbQ,Punjab Kitchen,4.5,FL,"Pakistani, Indian, Halal, Restaurants",433
cQqDl2LsQw_JpbC-cu3KvA,Spice Indian Grill,4.5,FL,"Restaurants, Indian, Buffets, Seafood",88
k6X4U9ZJMmN20fQAUbKTlg,Topper's Creamery,4.0,FL,"Ice Cream & Frozen Yogurt, Food, Restaurants",27
hat_rcEsYohRHpccqUZd8Q,Dickey's Barbecue Pit,3.5,FL,"Barbeque, Restaurants, American (Traditional), Chicken Wings, Caterers, Event Planning & Services, Southern",61
jhX5LjgzexWKka_o8sC6RQ,The Lunching Pad,3.0,FL,"Restaurants, Food Stands",30
8ardwENx6HbdkQaNv0AIyQ,Cicis,3.0,FL,"Chicken Wings, American (Traditional), Buffets, Restaurants, Pizza",35
vJ4PLXNQS6GBgRHe9BJYSg,Boma - Flavors of Africa - Temporarily Unavailable,4.0,FL,"Restaurants, Food, Buffets, African, Specialty Food, Ethnic Food",735
uyZ3k1AIuspnxW6s4g75Xw,Pizza Fusion,3.0,FL,"Pizza, Restaurants",18
d4hOoF3sjAxMu6w8MOT6Ow,Great Harvest Bread,4.5,FL,"Bakeries, Sandwiches, Restaurants, Food, Cafes",29
BAle9XGF4_x-uHAQi59qCw,The Greenery Creamery,4.5,FL,"Food, Ice Cream & Frozen Yogurt, Vegan, Gluten-Free, Desserts, Restaurants",359
M0Ux08TUDlVB3ox7MI_n_A,Shannon's Casual Cafe,4.0,FL,"American (Traditional), Restaurants",66
CRQ8wT95xH3mxjLHCywbPQ,Island Vibez Jamaican Grill,2.5,FL,"Seafood, American (Traditional), Caribbean, Restaurants",15
ICjhHR3x2fJyNDcoQ8ZXKg,Jack and Harry's,4.0,FL,"Pubs, American (Traditional), Bars, Nightlife, Burgers, Restaurants",40
McxeuPCSJPq-J5ZLm6MPrg,Jimmy Bear's BBQ,4.5,FL,"Restaurants, Chicken Wings, Steakhouses, Sandwiches, Barbeque",301
F6fg4G6a0k3BourxiW_tCQ,Taverna Yamas,3.5,FL,"Restaurants, Mediterranean",46
AZqGjWvPqvnSb18_0QR0aQ,The Hideaway Bar,4.0,FL,"Nightlife, Sports Bars, Restaurants, Burgers, Dive Bars, Bars",173
_Zn7bmef51dkorKR8M91sw,Golden Corral Buffet & Grill,2.5,FL,"Restaurants, Buffets, American (Traditional)",160
oFXDs-qnX0if7rNfT7o9Pg,Latin Roots,4.0,FL,"Restaurants, Spanish, Puerto Rican, Latin American, Caribbean",37
bJMyPYX9FXA9iIUL0mkSHg,Roaring Fork,3.5,FL,"Fast Food, American (Traditional), Sandwiches, Restaurants",60
FOvLJQiVFffcywv_OIsC4A,Delicioso,4.0,FL,"Restaurants, Colombian, Latin American, Food",14
hhKrf5LUOxom2yZ_qGuFLg,Seoul Soon Tofu,4.0,FL,"Restaurants, Korean",21
fA9AX7wK4auNJ_OXox_apA,China Garden,3.0,FL,"Chinese, Restaurants",19
WCbEgOoFar_rTLyIRyXvJA,Wawa,3.5,FL,"Automotive, Restaurants, Food, Gas Stations, Coffee & Tea, Sandwiches",17
WAhdlGwoimnMzs38hSoEdw,China Wok,3.5,FL,"Restaurants, Seafood, Asian Fusion, Diners, Chinese",50
k7wXOsFvP-CKGjGYszqWtA,Bread & Co.,4.0,FL,"Bakeries, Food, Restaurants, Breakfast & Brunch, Custom Cakes",25
mRtwL0RoGxNp1oxuL_LZig,Wendy's,1.5,FL,"Burgers, Fast Food, Restaurants",20
yxOVmZ5PES8E2AEWO38ong,La Catrina Tapatia,4.5,FL,"Tex-Mex, New Mexican Cuisine, Mexican, Restaurants",12
MHGfGsiK1v3-Uzm9fIXq6A,Pronto Eataly Pizza,4.0,FL,"Event Planning & Services, Caterers, Restaurants, Pizza, Italian",24
9JqLMSb_lU0BqecAITonYQ,Rock & Brews - Oviedo,4.0,FL,"Nightlife, American (New), Burgers, Bars, Beer Bar, Beer Gardens, Restaurants",399
UapEQ6FJfxfN_wAocSPoQg,Catania,2.5,FL,"Italian, Restaurants",14
WBxewULr6C_7uq9tCSPqsg,Mama B's Giant Subs,3.5,FL,"Restaurants, Sandwiches",14
PvaiTimudNqnAXa0otxh1g,Matteo's of Orlando,4.0,FL,"Restaurants, Italian, Pizza",26
vKL0sFb-F1qvs4lNiLDFuw,Zero Degrees,4.0,FL,"Restaurants, Food, Chicken Wings, Bubble Tea, Coffee & Tea",220
tTdNH3K6Ka5qKAVrpwLYhw,Philly Steak & Wings,4.5,FL,"Restaurants, American (New), Cheesesteaks, Chicken Wings",21
wIcPjtYqB6jrXMBznIB83w,Don Pablo's,3.0,FL,"Restaurants, Tex-Mex, Mexican",82
mUDwrCDL5HaQ5Vnu8bbCRw,Romano's Macaroni Grill,3.0,FL,"Restaurants, Italian",110
